Tag,Kernenergie(GWh),Laufwasser(GWh),Biomasse(GWh),Braunkohle(GWh),Steinkohle(GWh),Öl(GWh),Erdgas(GWh),Geothermie(GWh),Speicherwasser(GWh),Andere(GWh),Erneuerbarer Müll(GWh),Nicht-erneuerbarer Müll(GWh),Wind Offshore(GWh),Wind Onshore(GWh),Solar(GWh)
01.01.2023,58.91,41.18,119.37,97.6,47,7.37,50.6,0.6,1.41,4.5,11.86,13.38,109.01,543.99,43.5
02.01.2023,58.91,41.23,122.5,256.08,72.36,7.34,72.6,0.61,1.52,5.25,12.33,13.92,85.47,563.27,33.72
03.01.2023,58.93,43.86,124.48,315.82,150.19,7.22,104.04,0.63,1.42,6.58,11.85,13.38,101.9,317.32,44.22
04.01.2023,58.31,43.28,124.04,121.73,118.06,7.14,71.86,0.6,1.51,4.65,8.68,9.8,124.67,935.77,13.44
05.01.2023,57.96,43.3,126.5,210.6,149.82,7.26,106.9,0.58,1.61,6.01,8.4,9.48,61.97,616.65,22.45
06.01.2023,57.9,41.39,127.83,243.94,105.68,7.39,95.52,0.64,1.14,5.9,12.85,14.5,134.26,499.02,29.55
07.01.2023,57.69,40.01,127.6,171.12,52.19,7.58,70.05,0.66,0.99,4.82,12.26,13.84,140.3,428.78,46.06
08.01.2023,57.8,40.26,127.08,159.38,51.53,7.7,70.6,0.63,1.64,4.93,12.87,14.53,148.99,457.12,23
09.01.2023,57.47,43.15,127.44,298.93,137.24,7.74,110.24,0.6,2.39,5.32,12.82,14.46,96,430.19,25.82
10.01.2023,57.29,47.14,126.44,337.45,155.74,7.46,112.07,0.63,1.97,5.56,12.33,13.92,94.44,494.18,29.04
11.01.2023,56.83,47.41,125.44,254.4,136.63,7.38,97.64,0.55,1.87,5.19,12.22,13.79,116.72,671.59,18.9
12.01.2023,56.32,47.72,125.52,154.85,111.52,7.13,81.35,0.55,1.8,4.79,12.29,13.87,115.53,926.92,19.12
13.01.2023,55.48,48.57,126.38,115.58,104.33,7.05,99.1,0.6,2.31,5.06,11.23,12.67,102.9,909.17,35.8
14.01.2023,56.13,45.43,125.86,99.21,72.32,7.2,73.54,0.61,0.95,4.56,11.1,12.52,141.16,824.08,30.16
15.01.2023,55.84,41.67,124.1,102.09,79.49,6.98,74.41,0.69,1.43,4.32,11.12,12.55,110.57,864.62,24.32
16.01.2023,55.7,43.97,127.06,266.95,170.96,6.91,138.83,0.72,1.5,5.25,10.69,12.06,80.24,589.49,50.7
17.01.2023,55.35,44.64,127.34,309.69,223.12,10,179.54,0.72,2.55,5.31,10.45,11.79,120.01,422.66,59.15
18.01.2023,54.86,46.11,128.25,328.38,270.35,6.97,224.79,0.71,1.75,5.64,10.7,12.08,113.18,246.85,33.22
19.01.2023,61.17,46.97,127.48,309.34,279.53,10.31,231.59,0.71,1.85,5.67,10.29,11.62,102.33,400.31,35.66
20.01.2023,65.62,50.65,128.41,346.29,316.77,7.92,267.15,0.72,2.12,5.8,11.06,12.49,23.44,83.99,24.73
21.01.2023,63.93,46.39,127.6,329.52,283.82,8.67,196.73,0.71,0.87,5.78,12.11,13.67,33.37,295.32,16.21
22.01.2023,50.19,41.01,127.99,342.78,270.17,7.59,208.83,0.65,1.02,5.82,12.86,14.51,45.46,217.04,7.6
23.01.2023,51.42,46.43,127.93,372.26,311.58,8.61,282.63,0.61,3.62,5.76,12.93,14.6,9.12,115.64,13.28
24.01.2023,51.14,48.83,128.99,371.5,328.15,10.49,275.62,0.63,3.59,5.7,12.79,14.44,6.61,81.28,13.38
25.01.2023,51.16,48.71,130.58,371.8,336.53,9.07,297.85,0.65,3.38,5.99,12.97,14.64,67.03,39.62,7.72
26.01.2023,51.08,47.96,129.84,381.78,313.31,10.41,281.69,0.7,3.04,6.7,12.78,14.43,94.79,54.9,10.63
27.01.2023,50.99,43.67,129.96,378.57,290.1,7.91,270.87,0.69,2.17,7.22,13.24,14.94,42.34,167.94,17.26
28.01.2023,50.81,40.46,130.06,366.77,256.74,6.94,247.49,0.7,1.49,7.56,13.04,14.72,41,81.43,23.91
29.01.2023,50.74,36.42,127.49,226.93,122.96,6.79,194.58,0.67,1.88,7.33,13.13,14.82,100.68,399.15,30.56
30.01.2023,50.57,37.98,124.76,188.68,119.01,9.5,176.25,0.66,3.11,5.41,13.13,14.82,88.25,749.65,31.34
31.01.2023,50.49,39.95,125.71,177.23,130.85,9.85,196.93,0.65,1.38,5.81,13.01,14.69,79.07,750.51,26.84
01.02.2023,49.57,36.84,125.2,164.66,114.95,10.15,168.59,0.63,1.74,6.53,12.61,14.23,75.74,888.6,23.94
02.02.2023,50.4,38.84,128.45,268.29,186.82,6.94,182.29,0.63,1.82,6.79,13.23,14.94,79.88,561.73,27.66
03.02.2023,50.21,41.36,125.67,201.98,165.81,12.27,144.14,0.62,0.66,5.74,12.9,14.56,63.15,884.82,19.93
04.02.2023,50.38,43.44,128.76,292.48,196.65,6.93,155.74,0.65,0.58,5.68,12.79,14.43,33.27,163.21,69.76
05.02.2023,55.63,39.13,126.9,295.91,170.02,7.07,127.43,0.67,0.8,5.65,8.99,10.14,96.79,172.41,41.51
06.02.2023,62.03,39.99,128.28,346.92,251.76,7.23,266.06,0.67,1.78,5.62,13.49,15.23,11.05,104.95,45.48
07.02.2023,67.07,43.32,129.19,329.24,275.66,9.85,280.2,0.68,2.43,5.71,13.74,15.51,33.47,97.76,121.38
08.02.2023,71.67,42.34,129.29,320.2,279.25,9.71,243.13,0.69,1.42,5.62,13.62,15.37,59.22,211.35,137.49
09.02.2023,73.16,40.78,128.78,311.02,224.17,6.43,239.94,0.69,1.5,6.19,13.38,15.1,110.73,328.81,126.34
10.02.2023,73.49,39.75,128.79,300.32,206.3,6.45,219.7,0.69,1.26,7.26,13.53,15.27,94.78,405.37,97.49
11.02.2023,73.19,38.45,126.8,246.62,183.54,6.52,142.48,0.68,1.06,6.43,13.64,15.39,77.05,518.73,47.31
12.02.2023,73.03,36.68,128.34,350.14,240.33,6.8,164.72,0.68,0.88,6.28,13.94,15.74,29.24,94.56,50.84
13.02.2023,72.95,36.68,128.13,356.7,289.3,6.7,268.25,0.7,1.95,7.1,13.68,15.44,23.34,76.97,71.86
14.02.2023,72.93,39.07,128.49,372.69,292.34,6.77,277.6,0.64,1.47,7.14,14.07,15.88,18.05,59.08,81.74
15.02.2023,72.86,40.52,129.02,379.08,286.41,6.84,222.84,0.67,2.18,7.43,14.27,16.11,34.84,109.33,99.01
16.02.2023,72.54,42.24,128.67,365.76,237.13,7.06,163.99,0.68,1.61,7.08,13.41,15.13,70.35,353.63,97.21
17.02.2023,71.76,39.41,125.75,151.23,139.4,7.16,103.84,0.65,1.01,4.92,13.33,15.05,72.04,876.8,33.41
18.02.2023,71.44,37.33,126.79,160.73,77.37,6.95,88.39,0.65,0.49,4.28,14.09,15.9,59.91,680.87,40.66
19.02.2023,71.74,38.82,127.43,199.17,63.77,6.85,106.67,0.68,0.39,3.01,13.92,15.71,60.1,372.56,66.6
20.02.2023,71.52,39.13,124.03,165.52,115.97,7.64,112.2,0.68,1.15,3,13.23,14.93,85.79,795.05,100.32
21.02.2023,71.65,38.08,128.05,288.54,184.04,8.19,169.83,0.67,1.27,4.36,13.12,14.81,51.47,359.56,96.96
22.02.2023,71.52,38.93,128.71,360.97,244.23,8.79,224.9,0.7,1.4,5.79,13.6,15.35,26.84,112.9,105.97
23.02.2023,71.37,40.41,128.66,376.33,244.12,7.14,232.58,0.7,1.29,6.77,13.36,15.08,66.17,123.6,49.41
24.02.2023,71.31,40.1,129.72,289.75,166.89,9.76,180.7,0.71,1.02,7.63,13.24,14.94,102.45,492.6,44.79
25.02.2023,71.57,40.73,126.92,192.67,107.08,7.03,115.39,0.73,0.53,6.08,13.33,15.04,108.13,568.82,69.8
26.02.2023,71.62,38.04,127.41,233.76,93.11,6.95,130.82,0.74,0.96,7.03,13.23,14.93,76.7,320.28,88.62
27.02.2023,71.46,36.97,126.7,349.52,223.17,6.81,244.06,0.72,2.07,7.66,13.7,15.46,11.23,181.83,112.19
28.02.2023,71.38,38.2,127.58,353.43,220.21,8.39,247.06,0.72,1.98,7.44,11.99,13.54,7.74,151.22,157.87
01.03.2023,71.07,39.17,127.76,336.86,204.2,8.86,244.79,0.71,1.59,7.26,13.2,14.9,7.13,167.17,177.81
02.03.2023,70.81,38.72,128.72,342.73,206.91,8.58,242.54,0.71,1.75,7.27,12.98,14.65,18.54,144.38,155.73
03.03.2023,70.83,42.27,129.34,316.93,210.83,11.44,238.54,0.71,2.48,7.56,13.28,14.98,67.65,140.45,110.5
04.03.2023,70.78,38.41,127.69,256.53,127.87,7.92,148.26,0.71,1.1,7.19,12.73,14.37,89.19,399.1,75.12
05.03.2023,70.66,35.48,129.06,278.06,144.98,7.2,167.53,0.71,1.19,7.25,11.73,13.24,73.98,250.45,59.72
06.03.2023,70.51,38.83,129.81,331.47,215.05,7.07,255.21,0.7,2.52,7.72,10.4,11.73,65.16,195.07,67.32
07.03.2023,70.29,38.47,123.79,283.12,148.77,7.43,183.06,0.71,1.32,7.46,8.41,9.5,83.26,603.6,87.17
08.03.2023,69.97,36.15,126.48,343.63,217.63,6.95,259.98,0.69,2.09,7.44,12.73,14.37,22.65,191.6,43.65
09.03.2023,69.55,40.92,128.4,319.66,181.32,6.96,218.71,0.66,1.91,7.87,12.85,14.5,15.11,255.06,69.86
10.03.2023,69.52,42.12,122.5,258.6,99.9,6.9,166.29,0.63,0.55,7.59,11.65,13.14,112.81,490.95,73.36
11.03.2023,69.9,40.19,122.61,200.82,106.53,7.08,127.86,0.72,1.33,7.66,11.92,13.45,79.7,372.75,113.32
12.03.2023,69.63,38,122.82,145.33,66.84,7.48,113.33,0.71,0.56,6.73,13.71,15.48,87.9,380.11,79.02
13.03.2023,68.55,37.15,120.37,118.87,89.2,6.99,91.34,0.66,1.02,5.53,13.36,15.08,106.37,813.41,98.08
14.03.2023,68.82,46.22,120.87,157.34,116.52,7.18,104.15,0.68,1.56,6.39,12.93,14.59,86.82,736.76,79.8
15.03.2023,69.29,51.41,122.91,278.86,118.72,6.96,168.53,0.65,2.07,7.53,12.74,14.38,108.03,298.69,140.27
16.03.2023,69.08,44.22,119.96,244.86,86.26,7.08,139.13,0.61,1.12,7.03,13.13,14.82,117.75,408.67,199.76
17.03.2023,68.55,41.59,120.17,237.73,94.64,7.14,97.69,0.58,1.94,6.4,13.7,15.46,86.5,382.87,169.74
18.03.2023,68.21,40.39,122.78,236.22,66.31,7.45,87.32,0.56,1.77,5.47,13.84,15.62,23.95,178.24,177.18
19.03.2023,68.13,39.64,122.42,261.05,72.71,7.54,101.77,0.57,1.75,5.61,13.22,14.92,49.07,114.93,121.33
20.03.2023,68.11,43.26,120.46,321.53,110.86,7.32,191.18,0.57,1.82,6.1,13.16,14.85,52.54,203.33,82.12
21.03.2023,67.95,44.45,119.39,320.81,113.21,7.33,185.68,0.56,1.41,6.02,13.46,15.19,97.35,186.66,118.48
22.03.2023,67.61,42.66,120.15,163.47,104.54,7.27,102.21,0.48,1.37,5.18,13.36,15.08,115.49,527.28,167.85
23.03.2023,67.36,39.88,116.94,146.34,100.55,7.4,98.16,0.46,1.64,5.26,13.43,15.16,103.29,597.64,87.63
24.03.2023,67.32,41.64,115.78,133.36,94.96,7.28,90.53,0.47,1.88,5.06,13.66,15.41,97.34,655.83,91.65
25.03.2023,67.63,46.9,117.32,100.34,58.67,7.37,67.62,0.49,1.18,4.63,13.7,15.46,114.31,670.77,133.23
26.03.2023,64.94,40.26,113.39,112.63,42.83,6.96,66.87,0.43,0.64,4.59,13.36,15.08,93.64,346.06,98.82
27.03.2023,67.87,44.27,118.74,163.17,105.15,7.3,98.23,0.43,1.69,6.57,13.63,15.38,110.74,478.81,168.97
28.03.2023,67.88,45.17,118.64,231.49,134.15,7.33,129.4,0.43,2.01,6.96,12.73,14.37,80.04,270.32,193.05
29.03.2023,67.43,44.58,121.01,283.46,97.66,7.44,151.72,0.41,2.04,5.94,12.99,14.66,83.01,226.62,112.09
30.03.2023,66.76,48.77,121.47,184.51,65.16,7.27,94.24,0.39,1.37,5.04,13.41,15.14,129.52,604.08,96.39
31.03.2023,66.87,58.12,122.87,198.87,53.25,7.3,104.63,0.4,2.04,5.75,12.98,14.65,55.7,408.48,99.85
01.04.2023,66.92,52.32,119.63,135.02,54.64,7.35,63.83,0.39,2.14,4.62,12.46,14.06,132.02,554.21,77.24
02.04.2023,66.78,46.58,119.74,160.17,55.43,7.35,75.25,0.4,1.22,4.92,11.32,12.78,94.81,428.48,110.34
03.04.2023,66.58,48.81,121.6,257.25,138.63,7.35,148.68,0.44,1.68,6.01,11.47,12.95,22.02,262.69,203.81
04.04.2023,66.46,47.29,121.44,275.55,201.45,7.3,170.87,0.51,2.06,6.36,11.34,12.8,6.94,82.54,251.56
05.04.2023,65.93,44.47,123.35,292.38,197.44,7.27,179.82,0.52,1.62,6.34,11.77,13.29,8.85,33.69,252.43
06.04.2023,65.61,42.45,122.09,287.18,131.74,8.25,145.4,0.53,2.05,5.91,11.44,12.91,64.17,152.27,258.2
07.04.2023,65.13,40.81,121.27,264.88,72.38,7.74,118.48,0.59,1.29,6.14,8.18,9.23,90.64,201.45,165.14
08.04.2023,64.74,42.18,121.55,267.08,59.14,7.91,125.54,0.56,2.34,5.52,12.09,13.64,23.93,81.11,85.6
09.04.2023,64.58,42.43,120.58,190.18,46.93,8.33,88.8,0.55,1.5,5.31,12.27,13.85,24.46,60.02,208.25
10.04.2023,63.99,37.67,119.4,106.48,41.01,8.35,77.25,0.57,1.41,4.67,11.99,13.53,122.13,382.43,249.44
11.04.2023,63.78,37.61,119.95,134.17,66.58,8.73,102.49,0.56,1.41,5.39,11.53,13.02,97.24,496.66,166.3
12.04.2023,63.31,40.92,120.45,207.14,77.64,8.44,108.83,0.52,1.58,5.87,11.92,13.45,53.84,412.54,123.99
13.04.2023,62.87,45.94,120.02,227.53,88.43,8.62,113.44,0.57,2.44,5.94,11.53,13.02,99.07,360.3,152.32
14.04.2023,62.52,48.28,121,274.21,137.67,8.7,147.94,0.6,1.63,6.37,11.13,12.56,49.32,96.11,161.2
15.04.2023,56.1,47.88,120.32,226.31,59.6,8.74,97.82,0.62,0.93,5.89,10.97,12.38,87.2,238.86,85.16
16.04.2023,0,48.02,116.92,241.74,70.23,8.82,101.8,0.67,1.21,5.33,11.05,12.47,20.77,153.86,83.57
17.04.2023,0,50.65,115.95,264.04,117.01,8.87,155.79,0.67,2.07,6.04,10.68,12.05,22.51,190.17,156.65
18.04.2023,0,47.12,115.18,269.65,121.59,8.81,118.6,0.65,2.12,6.04,10.55,11.9,58.01,357.65,135.82
19.04.2023,0,45.32,114.22,201.66,132.84,12.31,106.19,0.67,1.77,5.85,10.63,11.99,55.02,463.23,191.45
20.04.2023,0,47.44,115.6,219.88,140.34,8.37,133.86,0.68,2.3,5.84,10.56,11.92,79.3,353.05,129.77
21.04.2023,0,47.84,114.08,191.59,109.7,11.47,121.26,0.63,2.01,4.75,10.28,11.6,67.48,415.25,263.92
22.04.2023,0,46.28,114.7,176.04,68.51,8.4,96.85,0.6,1.48,4.75,10.14,11.44,52.69,322.54,249.82
23.04.2023,0,44.88,113.98,180.02,30.84,8.53,80.49,0.61,1.7,4.21,9.84,11.11,38.73,198.26,188.31
24.04.2023,0,51.68,114.11,208.59,73.87,8.61,99.36,0.59,2.46,4.45,9.82,11.08,61.67,534.18,146.07
25.04.2023,0,50.69,113.1,217.73,140.77,8.44,147.55,0.58,1.75,5.3,9.99,11.28,76,406.93,149.47
26.04.2023,0,50.18,113.87,250.5,121.75,9.13,144.88,0.57,1.91,4.94,9.4,10.61,76.73,252.25,214.58
27.04.2023,0,49.97,114.69,272.42,72.68,8.43,149.62,0.56,3.24,5.3,7.77,8.77,40.38,90.8,247.66
28.04.2023,0,49.74,115.43,296.84,49.09,8.41,124.05,0.56,3.16,5.6,10.41,11.75,60.54,206.01,114.78
29.04.2023,0,65.13,114.86,242.69,38.83,8.38,95.16,0.55,2.2,4.73,9.15,10.33,33.55,224.98,153.87
30.04.2023,0,64.61,114.29,172.98,48.25,8.34,78.3,0.6,1.97,4.51,10.06,11.35,15.04,100.21,283.26
01.05.2023,0,62.82,114.47,173.26,39.76,8.08,60.19,0.64,2.41,4.42,10.9,12.3,32.42,122.45,210.82
02.05.2023,0,64.46,115.25,225.54,40.14,8.21,88.09,0.65,4.47,4.57,11.45,12.92,62.3,254,178.75
03.05.2023,0,64.11,115.28,229.57,39.16,7.88,105.27,0.65,4.03,4.87,11.6,13.1,11.63,95.62,297.05
04.05.2023,0,61.84,115.1,212.09,34.31,7.33,93.02,0.6,4.27,4.9,12.12,13.68,49.8,182.2,307
05.05.2023,0,60.46,114.64,203.19,58.91,7.31,106.07,0.56,4,4.57,11.94,13.47,80.91,333.99,225.67
06.05.2023,0,65.39,114.95,208.44,37.23,7.54,71.55,0.61,3.05,4.81,12.91,14.57,81.05,157.44,198.8
07.05.2023,0,65.02,114.19,159.94,40.07,7.33,70.46,0.58,3.33,4.45,12.85,14.5,107.45,276.11,214.4
08.05.2023,0,67.05,114.29,197.07,70.45,6.15,100.46,0.62,4.17,4.66,12.62,14.24,53.52,265.53,222.69
09.05.2023,0,68.04,113.78,181.69,99.82,5.19,97.85,0.6,3.39,4.45,11.71,13.22,37.5,350.54,259.34
10.05.2023,0,68.62,114.17,246.79,90.75,5.29,101.06,0.63,4.37,4.48,11.65,13.15,31.69,206.6,159.97
11.05.2023,0,64.07,115.56,286.5,93.31,5.29,124.5,0.67,3.86,4.5,11.81,13.33,29.46,86.86,135.84
12.05.2023,0,65.82,116.31,251.23,45.29,5.26,95.6,0.66,4.17,4.48,11.94,13.48,50.93,223.85,194.74
13.05.2023,0,68.26,116.35,137.31,43.3,5.23,64.8,0.65,3.82,4.18,12.55,14.16,36.93,191.58,223.22
14.05.2023,0,67.98,115.64,141.44,46.98,5,70.66,0.65,3.8,4.26,13,14.67,15.39,80.07,217.92
15.05.2023,0,67.85,116.28,182.91,41.16,4.75,121.3,0.65,5.08,4.47,13.71,15.47,48.21,148.26,224
16.05.2023,0,65.94,115.05,156.65,45.9,4.76,117.95,0.66,4.52,4.75,13.55,15.3,90.74,439.2,158.78
17.05.2023,0,64.45,114.7,165.58,44.23,4.91,103.76,0.67,3.02,4.57,12.09,13.64,70.66,320.09,249.53
18.05.2023,0,64.87,115.99,137.14,37.43,4.88,72.51,0.67,3.69,4.59,13.57,15.31,5.51,128.05,288.94
19.05.2023,0,66.11,116.35,128.21,31.72,4.83,76.13,0.68,3.92,3.98,13.91,15.7,29.44,211.06,248.08
20.05.2023,0,65.43,114.87,102.87,25.29,5.11,50.87,0.53,3.52,3.24,13.81,15.59,69.19,314.86,232.87
21.05.2023,0,62.13,113.08,111.38,38.22,6.03,49.37,0.45,3.69,3.21,13.64,15.4,63.52,235.11,265.58
22.05.2023,0,65.24,112.74,168.89,37.14,6,98.27,0.49,4.28,3.23,13.63,15.39,65.13,199.38,280.5
23.05.2023,0,66.47,108.68,175.39,37.29,5.99,91.69,0.56,3.27,3.24,13.45,15.18,91.66,417.69,157.45
24.05.2023,0,69.05,110.42,199.79,33.71,6.41,135.28,0.62,4.72,3.24,13.49,15.23,60.88,145.15,199.85
25.05.2023,0,67.82,110.79,168.54,32.23,6.73,103.81,0.58,3.89,4.03,13.6,15.35,67.94,173.91,292.53
26.05.2023,0,69.43,112.81,111.01,32.03,8.13,89.61,0.55,4.17,4.16,14.08,15.89,53.3,217.04,325.48
27.05.2023,0,69.95,114.81,92.81,28.03,9.88,76.17,0.58,4.51,4.21,14.38,16.23,6.4,109.54,343.29
28.05.2023,0,65.69,112.35,84.91,37.28,10.2,45.92,0.59,3.83,3.86,14.3,16.14,23.06,116,329.57
29.05.2023,0,63.73,111.67,82.14,29.29,9.84,46.14,0.54,3.37,3.93,13.3,15.01,64.48,200.25,326.33
30.05.2023,0,66.5,112.52,105.19,30.77,9.42,107.27,0.49,4.77,4.04,9.04,10.2,35.84,162.54,313.68
31.05.2023,0,67.23,111.64,112.55,26.04,9.18,102.89,0.48,5.42,3.82,8.85,9.99,53.74,192.49,345.29
01.06.2023,0,67.23,111.67,102.54,39.91,8.18,98.2,0.46,5.72,4.03,8.53,9.63,75.28,241.36,305.79
02.06.2023,0,68.8,112.58,104.49,22.73,7.92,77.24,0.46,5.01,4.18,7.21,8.14,46.73,194.57,304.62
03.06.2023,0,67.18,111.33,99.96,20.02,7.73,54.08,0.54,3.8,3.49,7.21,8.14,7.18,188.62,347.97
04.06.2023,0,66.26,111.64,96.23,21.64,7.8,51.51,0.54,3.86,3.15,7.26,8.2,9.61,115.18,340.68
05.06.2023,0,67.93,111.49,121.53,29.69,7.73,111.22,0.48,3.26,3.15,7.36,8.31,3.91,120.17,311.04
06.06.2023,0,69.37,111.25,144.63,42.45,9.57,125.39,0.55,4.6,3.17,7.41,8.36,21.6,100.14,253.16
07.06.2023,0,68.73,111.21,178.81,52.74,7.81,124.45,0.54,3.72,3.24,7.27,8.21,24.52,75.03,268.61
08.06.2023,0,67.82,110.84,135.11,27.13,7.89,93.83,0.52,3.31,3.16,7.33,8.27,38.56,107.79,272.7
09.06.2023,0,66.5,111.12,139.48,26,7.83,79.04,0.52,3.64,3.2,7.91,8.93,47.75,194.43,318.13
10.06.2023,0,65.73,110.22,95.04,21.44,7.67,63.55,0.5,3.72,3.21,8.26,9.33,78.68,260.21,305.64
11.06.2023,0,64.05,109.28,99.44,20.24,7.76,57.97,0.49,3.95,3.21,8.85,9.99,94.44,247.92,331.98
12.06.2023,0,64.59,109.25,164.75,32.5,8.36,75.5,0.42,3.57,3.2,9,10.16,70.83,239.3,339.48
13.06.2023,0,64.97,109.47,175.09,29.58,8.3,78.23,0.48,2.8,3.21,9.23,10.42,78.32,260.24,343.67
14.06.2023,0,65.44,109.15,198.46,33.66,8.65,90.28,0.5,3.56,3.12,9.17,10.35,42.26,203.3,305.84
15.06.2023,0,65.34,109.59,216.26,72.34,8.61,117.91,0.45,3.96,3.17,9.01,10.17,11.21,98.74,283.36
16.06.2023,0,64.2,109.79,244.33,101.51,8.44,101,0.4,3.61,3.25,9.03,10.19,21.92,105.44,242.51
17.06.2023,0,61.55,109.41,170.6,29.04,8.18,68.72,0.38,2.82,3.38,9.19,10.38,3.32,47.45,294.73
18.06.2023,0,58.77,108.01,173.13,27.77,8.2,61.62,0.34,2.25,3.34,9.34,10.54,13.23,36.36,301.51
19.06.2023,0,57.39,107.92,246.15,47.72,8.32,102.43,0.31,2.47,3.35,9.29,10.48,84.54,162.49,235.06
20.06.2023,0,62.24,106.97,289.93,58.64,9.63,135.69,0.27,3.57,3.35,9.01,10.16,50.49,97.69,261.79
21.06.2023,0,65.91,106.96,284.36,68.53,9.29,122.24,0.24,3.25,3.34,8.9,10.04,45.69,144.9,255.5
22.06.2023,0,67.27,107.44,301.47,70.57,9.19,128.9,0.24,2.77,3.33,9.22,10.41,11.93,180.8,249.85
23.06.2023,0,66.96,108.16,261.32,39.83,9.12,77.25,0.29,3.81,3.36,9.8,11.06,24.46,317.73,158.03
24.06.2023,0,66.68,107.87,151.77,25.89,9.26,66.88,0.38,3.69,3.44,9.94,11.22,14.06,57.09,314.28
25.06.2023,0,61.81,106.57,131.59,25.2,9.73,62.35,0.33,3.06,3.35,9.86,11.13,16.27,30.18,318.59
26.06.2023,0,59.32,105.41,160.32,31.65,9.42,70.39,0.33,3.53,3.41,10,11.29,89.94,347.92,284.83
27.06.2023,0,58.04,107.63,193.49,47.78,9.21,87.56,0.36,4.06,3.43,9.55,10.78,68.12,315.81,243.57
28.06.2023,0,59.24,108.79,238.55,70.28,9.27,121.37,0.38,2.33,3.39,10.36,11.69,33.3,128.52,250.76
