Tag,Kernenergie(GWh),Laufwasser(GWh),Biomasse(GWh),Braunkohle(GWh),Steinkohle(GWh),Öl(GWh),Erdgas(GWh),Geothermie(GWh),Speicherwasser(GWh),Andere(GWh),Erneuerbarer Müll(GWh),Nicht-erneuerbarer Müll(GWh),Wind Offshore(GWh),Wind Onshore(GWh),Solar(GWh)
29.06.2023,0,58.84,108.67,278.52,69.71,9.34,138.86,0.36,3.56,3.36,11.04,12.46,34.2,43.41,233.44
30.06.2023,0,58.69,109.06,262.63,61.76,9.14,98.8,0.44,3.29,3.34,11.05,12.47,28.21,71.95,164.84
01.07.2023,0,63.43,107.97,87.8,20.49,9.07,48.79,0.43,1.68,3.4,10.66,12.03,106.44,365.29,193.6
02.07.2023,0,54,106.38,86.4,22.47,9.18,50.04,0.42,1.95,3.34,9.99,11.27,90.11,446.9,247.97
03.07.2023,0,55.35,108.54,105.3,46.78,9.43,65.54,0.43,3.28,3.35,10.62,11.99,102.85,484.83,230.28
04.07.2023,0,56.9,108.77,138.97,50.9,9.55,80.68,0.43,3.68,3.28,10.5,11.85,85.42,387.92,279.1
05.07.2023,0,59.81,107.61,145.55,45.01,9.36,58.23,0.45,2.1,3.22,8.79,9.92,84.58,585.94,228.92
06.07.2023,0,61.43,110.19,206.05,49.49,9.25,95.7,0.41,3.75,3.2,8.89,10.04,50.18,169.04,300.71
07.07.2023,0,60.54,109.26,206.58,34.48,9.03,88.07,0.36,3.07,3.25,9.14,10.32,12.42,65.75,353.99
08.07.2023,0,53.71,107,154.65,19.09,9.06,55.69,0.34,3.85,3.32,9.21,10.39,64.66,149.99,323.93
09.07.2023,0,52.62,105.35,159.31,20.71,9.08,65.05,0.31,3.78,3.33,10.49,11.84,48.7,119.93,311.42
10.07.2023,0,54.05,106.28,211.68,37.38,9.05,121.07,0.3,4.02,3.34,10.67,12.05,16.79,158.3,253.7
11.07.2023,0,56.09,105.04,205.89,28.4,9.15,112.82,0.26,2.65,3.35,10.38,11.71,63.78,142.92,320.61
12.07.2023,0,57.91,103.98,173.54,35.39,10.85,96.33,0.25,2.85,3.38,10.89,12.29,57.78,369.73,244.62
13.07.2023,0,64.97,107.08,183.01,25.44,9.27,109.31,0.33,3.35,3.35,13.95,15.74,71.49,238.55,257.04
14.07.2023,0,65.36,107.38,178.33,26.94,8.99,111.42,0.32,3.09,3.4,11.64,13.14,20.3,89.77,286.3
15.07.2023,0,56.71,103.38,108.43,23.46,9.1,46.9,0.25,2.61,3.29,14.35,16.2,81.33,359.97,263.36
16.07.2023,0,52.06,102.91,112.02,22.33,9.07,53.69,0.28,2.44,3.31,14.02,15.83,85.07,355.07,267.59
17.07.2023,0,57.36,105.24,141.63,42.9,9.13,81.24,0.31,3.44,3.22,14.8,16.7,83.71,319.85,271.07
18.07.2023,0,56.55,107.98,192.57,49.55,9.02,112.18,0.3,4.38,3.25,14.61,16.49,40.74,108.02,289.74
19.07.2023,0,63.33,107.07,204.27,54.49,8.81,134.43,0.27,3.63,3.28,12.63,14.25,12.14,110.68,239.15
20.07.2023,0,62.81,107.46,186.9,45.38,9.57,119.68,0.29,4.11,3.4,13.03,14.7,59,141.44,262.66
21.07.2023,0,61.5,108.47,191.78,43.46,9,134.83,0.32,2.95,3.54,12.94,14.6,21.85,77.64,190.06
22.07.2023,0,57.92,107.76,117.25,27.14,9.24,52.36,0.33,2.38,3.52,13.98,15.78,42.78,195.02,251.21
23.07.2023,0,50.9,106.65,94.59,27.35,9.09,45.94,0.28,2.5,3.5,15.1,17.04,98.23,399.96,199.04
24.07.2023,0,50.57,107.98,134.89,36.71,10,81.88,0.29,3.15,3.52,14.92,16.84,50.68,339.41,176.8
25.07.2023,0,62.87,107.99,146.68,35.19,8.92,98.88,0.33,4.07,3.45,15.3,17.27,76.28,191.93,174.52
26.07.2023,0,70.79,108,131.01,40.69,10.23,77.45,0.43,3.73,3.36,15.39,17.37,65.81,232.86,218.05
27.07.2023,0,64.21,108.35,145.3,31.49,10.58,66.72,0.4,4.25,3.34,15.43,17.41,31.57,301.76,122.84
28.07.2023,0,60.69,108.52,157.71,28.21,9.25,87.15,0.36,4.22,3.31,14.56,16.43,4.53,229.45,170.97
29.07.2023,0,62.86,108.27,109.73,25.79,9.26,54.24,0.36,3.38,3.33,11.44,12.92,41.88,199.49,193.57
30.07.2023,0,60.15,107.01,100.39,28.65,9.33,41.38,0.35,2.83,3.34,14.42,16.28,72.57,315.72,216.78
31.07.2023,0,56.36,107.34,91.36,27.11,10.2,47.5,0.38,3.79,3.35,14.79,16.69,50.9,484.51,156.98
01.08.2023,0,58.15,107.55,93.3,42.49,10.17,58.14,0.4,4.11,3.33,10.11,11.42,56.95,464.06,165.32
02.08.2023,0,64.51,108.06,87.97,39.64,10.88,63.93,0.4,4.33,3.35,10.66,12.03,64.47,436.94,137.96
03.08.2023,0,63.45,107.72,76.94,40.2,10.97,56.88,0.39,3.49,3.4,10.37,11.71,54.86,627.82,202.04
04.08.2023,0,68.14,108.93,110.51,45.92,8.89,88.97,0.42,4.49,3.4,10.32,11.64,54.91,142.23,185.01
05.08.2023,0,69.1,109.26,96.85,29.34,8.85,77.93,0.43,4.45,3.32,10.82,12.22,16.59,74.87,188.52
06.08.2023,0,67.64,108.6,90.1,26.55,8.75,40.8,0.43,4.4,3.39,15.26,17.22,26.45,231.33,139.14
07.08.2023,0,67.07,105.65,105.16,46.52,9.01,58.43,0.42,3.29,3.3,14.14,15.96,56.97,635.22,161.41
08.08.2023,0,63.06,105.42,109.95,50.28,8.9,70.22,0.4,3.86,3.29,13.63,15.38,73.82,552.2,218.87
09.08.2023,0,65.45,108.16,123.66,46.73,8.8,105.37,0.42,5.04,3.32,9.68,10.92,81.5,246.51,191.41
10.08.2023,0,69.51,109.78,144.3,43.87,8.68,115.79,0.42,4.78,3.36,12.98,14.65,34.87,60.97,291.84
11.08.2023,0,64.25,109.36,149.04,49.31,8.62,95.68,0.39,4.53,3.27,13.09,14.77,28.38,52.25,302.45
12.08.2023,0,58.8,108.96,124.68,27.93,8.53,48.98,0.33,3.72,3.26,10.01,11.3,46.69,148.21,181.41
13.08.2023,0,56.49,108.39,101.06,30.77,8.46,55.72,0.27,2.55,3.3,10.26,11.59,61.68,94.94,226.83
14.08.2023,0,58.78,107.56,153.71,56.02,8.7,98.56,0.26,3.95,3.28,10.51,11.86,27.73,54.57,253.84
15.08.2023,0,59.04,106.02,161.68,45.86,8.59,104.54,0.32,4.2,3.33,13.75,15.51,58.12,109.37,221.71
16.08.2023,0,64.52,107.19,177.17,53.95,8.48,122.66,0.33,3.82,3.85,13.77,15.54,20.6,63.36,234.26
17.08.2023,0,64.5,107.93,182.38,56.15,9.15,91.05,0.32,4.3,4.14,13.26,14.97,39.62,139.07,193.3
18.08.2023,0,64.08,107.48,180.87,45.47,9.21,99.11,0.31,3.99,3.23,13.51,15.25,62.54,83.45,279.29
19.08.2023,0,59.46,107.41,122.8,30.92,8.76,64.18,0.29,3.8,3.23,13.12,14.81,78.31,131.83,243.08
20.08.2023,0,56.23,107.28,129.86,37.2,8.72,69.02,0.27,4.32,3.28,13.45,15.18,16.6,48.99,274.2
21.08.2023,0,54.09,107.54,234.93,81.34,9.38,126.06,0.27,4,3.25,14.68,16.57,11.85,35.09,272.26
22.08.2023,0,58.08,107.2,271.54,104.47,9.24,143.32,0.23,3.03,3.29,15.19,17.14,16.44,50.66,254.81
23.08.2023,0,59.07,107.65,261.66,120.53,9.19,143.95,0.27,3.74,3.39,14.24,16.08,16.34,38.16,275.53
24.08.2023,0,58.55,108.24,268.84,131.36,8.83,145.79,0.28,3.76,3.31,14.49,16.36,18.29,63.86,228.3
25.08.2023,0,58.52,108.46,264.36,89.29,8.4,137.47,0.29,4.18,3.35,15.68,17.69,14.81,167.19,145.19
26.08.2023,0,59.91,108.56,217.68,38.99,8.34,71.99,0.31,1.99,3.52,15.55,17.55,24.01,183.61,189.53
27.08.2023,0,65.09,108.6,202.5,30.9,8.42,61.91,0.38,2.33,3.59,15.63,17.65,23.89,109.56,108.61
28.08.2023,0,59.15,109.24,261.44,83.17,9.04,125.97,0.37,3.79,3.47,15.46,17.45,31.28,122.37,121.85
29.08.2023,0,48.06,109.42,291.08,104.72,8.95,147.05,0.42,4.15,3.27,15.39,17.37,7.84,50.07,107.97
30.08.2023,0,58.46,109.08,279.34,87.92,9.13,117.85,0.42,3.96,3.35,12.75,14.39,27.79,106.06,169.22
31.08.2023,0,65.77,108.62,237.48,53.92,9.26,100.17,0.41,3.77,3.35,12.17,13.74,38.79,281.39,190.81
01.09.2023,0,70.43,108.93,239.99,52.06,9.56,106.38,0.35,4.83,3.35,12.94,14.6,24.73,137.8,163.35
02.09.2023,0,70.46,108.46,178.25,40.37,9.6,81.8,0.35,3.89,3.3,12.47,14.07,12.94,31.06,232.44
03.09.2023,0,67.27,107.1,155.78,26.55,9.72,66.15,0.37,3.12,3.32,15.19,17.14,32.7,73.1,213.86
04.09.2023,0,62.4,107.56,180.83,47.41,10.06,94.51,0.38,3.22,3.32,14.96,16.88,13.46,109.49,279.07
05.09.2023,0,61.71,106.88,206.12,47.54,10.43,104.83,0.38,3.89,3.43,14.54,16.41,10.93,171.43,274.13
06.09.2023,0,62.27,105.63,228.84,58.44,10.42,114.27,0.34,4.22,3.38,12.89,14.55,28.45,110.89,276.01
07.09.2023,0,59.61,105.26,209.24,54.17,10.22,100.23,0.31,4.06,3.71,12.8,14.45,68.29,232.47,281.68
08.09.2023,0,58.1,105.42,217.3,67.5,10.08,116.46,0.3,4.76,4.25,12.91,14.57,32.76,138.7,276.36
09.09.2023,0,57.11,105.28,223.71,54.1,9.92,87.91,0.3,4.71,4.33,13.96,15.76,5.58,42.4,268.05
10.09.2023,0,55.46,105.03,201.5,53.55,9.98,77.54,0.31,4.31,4.37,13.21,14.9,5.88,13.74,254.99
11.09.2023,0,55.93,105.63,238.79,88.68,10.28,123.5,0.31,4.66,4.55,13.22,14.92,41.44,38.24,255.71
12.09.2023,0,57.76,106.3,273.64,126.28,10.21,131.3,0.34,3.9,4.6,12.1,13.66,39.84,51.22,207.11
13.09.2023,0,59.52,105.27,280.82,108.84,10.27,111.96,0.42,4.52,4.52,12.21,13.78,79,188.16,115.29
14.09.2023,0,61.68,103.82,290.06,120.79,10.49,127.62,0.45,3.03,4.59,14.08,15.89,21.63,40.96,212.77
15.09.2023,0,59.3,105.82,264.87,66.57,10.51,101.12,0.47,2.28,4.6,14.23,16.06,28.47,131.38,253.76
16.09.2023,0,52.25,105.35,186.27,46.69,7.1,60.47,0.49,2.53,4.32,14.37,16.22,13.47,109.83,244.22
17.09.2023,0,50.37,104.22,160.06,38.77,9.46,55.48,0.42,3.19,4.14,14.43,16.29,35.23,109.84,213.87
18.09.2023,0,49.75,104.2,168.2,59.7,14.26,68.07,0.41,3.23,4.3,14.21,16.04,75.79,422.98,116.9
19.09.2023,0,56.55,103.44,151.19,56.19,9.99,58.77,0.47,1.78,4.2,14.33,16.17,53.48,577.71,185.29
20.09.2023,0,55.13,104.58,151.05,70.11,6.93,71.99,0.48,1.98,4.28,14.11,15.93,69.03,441.12,218.56
21.09.2023,0,52.22,105.3,206.29,79.38,9.68,75.18,0.46,2.45,4.39,14.07,15.88,36.9,338.24,180.5
22.09.2023,0,52.31,106.21,256.29,73.09,9.46,88.28,0.53,2.45,4.58,14.65,16.53,44.24,274.23,96.51
23.09.2023,0,67.55,106.44,178.8,32.65,9.3,50.64,0.57,2.4,4.52,14.6,16.47,35.43,277.94,155.74
24.09.2023,0,59.47,106.25,129.03,37,9.16,41.72,0.57,1.78,4.31,14.99,16.92,90.22,116.07,217.25
25.09.2023,0,55.23,107.72,176.63,89.85,8.95,80.2,0.49,3.05,4.71,14.12,15.94,89.15,222.88,236.41
26.09.2023,0,54.41,111.75,261.4,124.44,9.25,105.06,0.45,3.91,4.75,13.99,15.79,23.99,36.08,225.98
27.09.2023,0,52.78,111.38,254.67,124.07,8.6,98.93,0.48,3.26,4.71,13.65,15.41,36.25,76.63,211.2
28.09.2023,0,50.33,111.53,232.02,77.47,6.99,84.91,0.5,2.22,4.45,14.71,16.61,109.32,164.56,203.2
29.09.2023,0,49.74,111.36,245.78,51.23,8.88,77.79,0.48,2.52,4.39,14.75,16.65,101.83,295.03,142.9
30.09.2023,0,46.01,112,198.88,36.41,8.94,59.11,0.48,1.84,4.21,13.55,15.3,74.87,194.93,171.98
01.10.2023,0,45.46,111.93,165.16,34.62,9.44,72.73,0.55,0.97,4.32,15.58,17.58,57.45,137.15,182.67
02.10.2023,0,46.15,113.02,237.81,87.97,9.54,125.04,0.5,2.13,4.41,15.2,17.16,29.7,132.71,194.47
03.10.2023,0,44.67,110.85,96.2,45.93,9.46,66.52,0.43,1.76,3.93,14.26,16.1,96.45,637.97,122.37
04.10.2023,0,43.88,112.6,136.82,89.18,9.34,118.71,0.49,2.45,4.47,13.84,15.62,109.97,496.04,165.1
05.10.2023,0,43.04,113.71,187.62,101.4,9.3,160.48,0.45,2.46,4.58,14.62,16.5,80.17,379.47,122.83
06.10.2023,0,42.88,111.38,163.62,81.59,9.39,122.21,0.49,1.72,4.67,14.47,16.33,115.1,488.99,164.6
07.10.2023,0,40.45,107.59,112,50.19,9.2,75.88,0.46,1.59,4.07,14.16,15.98,45.23,585.36,104.22
08.10.2023,0,38.93,109.13,166.25,44.92,9.24,113.91,0.44,2.16,4.93,15.15,17.1,30.94,133.03,113.02
09.10.2023,0,43.91,109.7,252.62,131.45,9.28,207.08,0.45,3.03,5,15.21,17.17,61.52,230.36,62.39
10.10.2023,0,45.12,109.51,273.59,143.78,11.9,183.62,0.45,2.4,4.92,15.29,17.25,74.85,192.91,144.66
11.10.2023,0,45.11,107.62,154.58,99,9.75,82.94,0.44,1.58,3.94,15,16.93,100.39,618.7,167.83
12.10.2023,0,42.54,109.86,262.38,178.89,9.41,170.55,0.42,2.23,4.95,15.53,17.53,62.81,292.34,74.77
13.10.2023,0,43.2,106.99,173.81,72.17,9.29,105.24,0.42,1.01,4.54,13.98,15.78,72.7,608.34,125.43
14.10.2023,0,38.66,104.32,100.56,68.93,9.56,73.54,0.47,1.86,4.03,14.86,16.77,82.34,638.43,106.89
15.10.2023,0,37.13,104.28,129.32,68.64,9.27,77.72,0.55,2.44,3.98,15.14,17.09,120.07,497.39,116.28
16.10.2023,0,37.24,104.15,300.69,188.62,10.98,153.57,0.56,2.35,4.48,14.84,16.75,79.52,170.03,145.05
17.10.2023,0,39.83,104.38,354.97,208.33,11.13,173.12,0.57,2.19,5.24,14.87,16.78,13.49,113.8,121.82
18.10.2023,0,38.52,104.62,283.27,87.79,8.69,119.49,0.54,2.04,5.16,14.77,16.67,100.57,348.92,130.17
19.10.2023,0,36.6,104.88,225.45,128.14,9.12,138.54,0.49,2.34,4.76,14.81,16.72,121.55,443.13,52.13
20.10.2023,0,37.83,104.5,174.73,90.74,8.27,122.72,0.48,2.1,4.93,14.76,16.66,49.36,666.39,36.43
21.10.2023,0,49.42,104.55,116.32,57.25,8.32,76.44,0.51,2.62,4.42,13.18,14.88,108.58,408.49,110.65
22.10.2023,0,42.27,105.19,159.46,47.52,8.45,69.47,0.52,1.91,4.83,13.52,15.26,115.98,391.74,118.08
23.10.2023,0,42.28,109.18,334.89,145.49,8.38,178.4,0.53,3.03,5.36,13.21,14.91,32.87,151.2,106.36
24.10.2023,0,42.88,112.14,344.51,152.82,9.82,185.68,0.53,2.74,5.43,14.65,16.53,116.45,244.02,29.16
25.10.2023,0,45.22,112.23,319.01,173.11,8.53,171.03,0.5,2.05,5.25,13.35,15.07,102.01,255.65,88.15
26.10.2023,0,44.97,112.81,327.76,189.32,8.33,184.4,0.52,1.54,5.37,13.17,14.87,85.79,196.54,44.63
27.10.2023,0,48.67,113.34,337.89,167.59,9.34,135.08,0.53,1.51,5.42,14.06,15.87,111.67,175.34,47.43
28.10.2023,0,49.64,113.46,146.9,50.06,9.3,72.64,0.58,0.95,4.75,13.97,15.76,109.97,299.71,73.64
29.10.2023,0,44.93,116.44,86.53,40.85,9.84,50.61,0.58,0.93,3.9,10.57,11.93,153.79,675.48,65.68
30.10.2023,0,40.4,114.16,220.47,111.98,9.49,138.17,0.58,1.47,4.97,14.45,16.31,94.2,397.65,78.94
31.10.2023,0,60.42,114.36,236.37,81.78,9.85,115.71,0.6,2.43,4.91,14.28,16.12,41.96,466.64,48.96
01.11.2023,0,58.86,118.3,114.98,40.01,9.52,85.8,0.49,1.36,4.69,14.49,16.36,115.1,404.07,91.72
02.11.2023,0,51.04,118.3,108.01,66.6,9.47,83.01,0.49,1.34,3.92,14.84,16.75,113.28,743.38,35.55
03.11.2023,0,62.87,115.98,130.62,58.75,8.71,114.3,0.49,3.81,4.77,13.85,15.63,120.96,525.38,51.49
04.11.2023,0,60.08,114.3,79.57,36.18,8.81,63.99,0.49,1.75,3.79,13.36,15.08,138.08,634.94,87.45
05.11.2023,0,53.88,114.46,95.03,34.83,8.79,62.79,0.49,1.28,3.94,13.28,14.98,62.63,626.21,48.31
06.11.2023,0,52.04,114.25,150.73,61.97,8.78,114.96,0.49,2.56,4.63,13.27,14.98,103.45,771.43,81.1
07.11.2023,0,53.18,113.52,203.89,88.46,8.51,136.67,0.49,3.22,5.08,11.83,13.35,119.06,575.41,64.12
08.11.2023,0,53.41,114.87,207.22,95.46,7.95,125.5,0.49,1.47,5.18,11.41,12.87,130.76,650.09,74.05
09.11.2023,0,51.45,116.53,260.63,121.86,8.08,130.45,0.49,1.62,5.15,11.71,13.22,73.13,581.44,49.66
10.11.2023,0,51.58,119.54,301.93,91.36,8.31,147.54,0.49,1.89,5.59,12.4,14,90.54,443.53,55.25
11.11.2023,0,50.9,119.73,287.91,74.73,8.3,132.75,0.49,1.66,6.42,13.19,14.88,28.3,302.36,52.57
12.11.2023,0,49.18,120.3,290.39,71.39,8.41,125.25,0.49,1.91,6.19,13.2,14.9,23.25,139.56,56.79
13.11.2023,0,58.69,119.94,250.93,96.57,8.45,138.51,0.49,2.34,5.94,13.18,14.88,65.2,483.63,26.73
14.11.2023,0,60.62,118.82,160.83,102.65,8.45,105.69,0.49,2.08,4.91,12.06,13.61,67.33,818.57,30.58
15.11.2023,0,60.08,118.75,283.81,130.19,8.48,164.11,0.49,2.66,5.96,12.97,14.64,62.55,465.02,48.66
16.11.2023,0,61.62,117.94,316.45,207.14,11.32,228.27,0.49,5.32,6.56,14.12,15.93,50.72,365.1,41.54
17.11.2023,0,62.06,118.14,357.82,224.95,8.26,228.13,0.49,4.7,7.18,13.96,15.75,18.76,221.58,43.33
18.11.2023,0,60.82,117.92,235.78,67.67,8.4,148.21,0.49,2.5,6.74,14.02,15.82,96.11,276.92,48
19.11.2023,0,60.94,118.67,109.41,50.23,8.28,83.69,0.49,2.38,5.47,14.33,16.17,108,678.49,49.08
20.11.2023,0,61.19,117.94,271.02,167.39,8.38,186.76,0.49,4.48,6.66,12.85,14.51,29.77,408.2,42.67
21.11.2023,0,62.13,119.28,339.45,259.27,8.54,235.83,0.49,4.61,7.03,12.01,13.55,73.35,166.85,28.62
22.11.2023,0,62.76,118.88,327.82,207.1,7.6,241.29,0.49,4.1,6.87,11.57,13.06,92.81,257.28,47.61
23.11.2023,0,61.39,117.66,135.94,137.38,11,193.84,0.49,2.98,5.04,11.56,13.05,61.5,901.61,37.42
24.11.2023,0,59.19,119.84,136.79,146.9,7.45,163.85,0.49,2.14,6.44,11.64,13.14,86.47,828.48,36.14
25.11.2023,0,60.25,119.81,231.66,133.25,8.57,140.34,0.49,2.65,6.44,11.36,12.82,95.31,441.83,28.44
26.11.2023,0,58.34,120.82,329.61,203.44,10.27,199.55,0.49,2.77,7.12,11.31,12.77,32.45,179.08,33.55
27.11.2023,0,57.6,120.26,359.12,205.57,8.85,258,0.49,2.86,7.3,11.19,12.63,90.51,314.52,20.81
28.11.2023,0,58.82,120.52,336.6,237.7,9.56,281.64,0.49,4.55,7.21,11.18,12.61,87.17,295.95,13.18
29.11.2023,0,60.77,120.91,347.45,264.76,9.74,287.65,0.49,4.67,7.37,11.24,12.69,54.02,390.34,18.1
30.11.2023,0,60.41,120.04,364.25,275.04,12.09,334.66,0.49,6.19,7.39,11.44,12.91,26.46,38.27,13.69
01.12.2023,0,59.97,121.52,374.14,274.82,12.17,326.73,0.49,5.58,7.55,11.28,12.73,41.34,47.42,5.34
02.12.2023,0,59.12,121.85,363.56,260.16,9.43,285.1,0.49,3.95,7.5,11.35,12.81,16.28,67.63,7.6
03.12.2023,0,58.78,121.65,356.76,232.69,9.45,214.41,0.49,3.41,7.44,11.4,12.87,59.15,152.35,18.5
04.12.2023,0,55.42,121.42,372.64,236.77,10.15,276.95,0.49,3.53,7.54,11.32,12.78,105.59,356.05,5.44
05.12.2023,0,55.69,121.59,358.12,221.52,11.59,265.95,0.49,4.64,6.38,10.87,12.27,138.85,379.39,11.68
06.12.2023,0,56.52,122.42,362.13,245.35,13.68,314.74,0.49,5.75,7.5,11.34,12.8,73.29,151.49,7.5
07.12.2023,0,58.44,122.14,357.35,233.62,14.74,308.73,0.49,5.22,7.35,11.45,12.92,33.39,118.24,32.49
08.12.2023,0,55.67,122.01,361.26,174.74,10.97,255.02,0.49,2.55,7.08,11.17,12.61,102.36,276.42,9.89
09.12.2023,0,53.88,122.53,229.29,79.96,8.87,143.99,0.49,2.39,7.07,11.61,13.1,137.31,489.43,23.98
10.12.2023,0,55.5,122.5,145.42,49.67,8.72,106.85,0.49,2.23,4.9,11.63,13.13,87.57,729.73,26.37
11.12.2023,0,58.68,122.13,303.41,104.11,8.63,148.28,0.49,3.81,6.8,11.46,12.94,31.91,619.58,22.48
12.12.2023,0,57.62,120.69,374.62,204.99,11.47,236.08,0.49,3.57,7.22,11.44,12.91,66.7,193.21,23.85
13.12.2023,0,57.75,122.15,358.98,165.18,9.34,225.18,0.49,1.82,7.76,11.59,13.08,156.73,263.41,23.67
14.12.2023,0,58.56,122.27,375.65,210.2,8.78,260.86,0.49,2.73,7.81,11.67,13.17,34.99,105.71,16.43
15.12.2023,0,60.1,122.59,369.59,138.73,9.57,203.82,0.49,3.17,7.8,12.21,13.78,82.34,241.37,20.7
16.12.2023,0,58.12,123.26,174.69,102.44,9.63,152.17,0.49,2.2,5.53,12.09,13.65,120.94,524.82,39.41
17.12.2023,0,55.47,123.43,153.84,119.85,9.94,135.14,0.49,1.1,5.18,11.78,13.29,88.23,586.3,55.17
18.12.2023,0,54.75,123,186.96,131.1,11.46,168.32,0.49,3.72,5.76,11.72,13.22,118.05,597.74,60.15
19.12.2023,0,56.8,121.94,206.68,99.9,11.7,166.65,0.49,2.64,6.95,12.38,13.98,102.43,579.2,39.3
20.12.2023,0,55.75,122.67,132.44,91.69,11.23,156.73,0.49,1.84,5.58,11.81,13.33,108.49,771.42,25.94
21.12.2023,0,54.32,123.1,91.67,77.46,9.21,97.84,0.49,2.66,4.94,11.37,12.83,104.51,1008.34,7.69
22.12.2023,0,61.16,122.45,91.14,53.92,9.15,84.65,0.49,2.61,4.9,10.83,12.23,119,963.14,17.54
23.12.2023,0,61.8,123.76,92.9,50.3,9.27,86.15,0.49,3.07,5.32,13,14.68,98.58,681.22,10.2
24.12.2023,0,59.22,122.01,81.58,34.41,9.24,68.17,0.49,1.94,4.93,12.9,14.56,111.48,860.01,10.62
25.12.2023,0,59.32,121.54,81.9,35.77,9.16,68.85,0.49,2.14,4.91,13.04,14.71,105.38,732.99,28.89
26.12.2023,0,59.75,120.51,92.64,38.25,9.24,77.17,0.49,1.88,4.91,12.81,14.46,119.06,772.68,29.84
27.12.2023,0,58.08,120.08,109.89,43.47,9.61,125.11,0.49,2.76,6.78,13.4,15.12,97.21,391.67,51.65
28.12.2023,0,56.76,121.76,77.25,59.71,10.48,77.81,0.49,1.54,4.9,13.28,14.99,125.05,866.36,32.45
29.12.2023,0,54.64,122.82,74.39,60.77,9.31,71.84,0.49,2.32,4.9,12.84,14.49,130.8,910.13,30.52
30.12.2023,0,53.26,123.31,78.9,53.99,9.37,79.68,0.49,2.52,5.78,12.78,14.42,135.2,613.28,47.41
31.12.2023,0,53.86,124.9,78.01,48.26,9.43,70.11,0.49,3.02,5.07,12.76,14.4,136.91,614.1,26.35
